publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name
"The Electronic Library","0264-0473","",1983-02-01,1,1,,,,"http://www.emeraldinsight.com/0264-0473.htm",,"","","fulltext","",""
"Electronic Resources Review","1364-5137","",1997-01-01,1,1,2000-11-01,4,12,"http://www.emeraldinsight.com/1364-5137.htm",,"","","fulltext","Merged into: Reference Reviews",""
"Employee Counselling Today","0955-8217","",1989-03-01,1,1,,,,"http://www.emeraldinsight.com/0955-8217.htm",,"","","fulltext","Currently: Journal of Workplace Learning",""
"Employee Relations","0142-5455","",1979-02-01,1,1,,,,"http://www.emeraldinsight.com/0142-5455.htm",,"","","fulltext","",""
"Empowerment in Organizations","0968-4891","",1993-04-01,1,1,1998-12-01,6,8,"http://www.emeraldinsight.com/0968-4891.htm",,"","","fulltext","Now: Participation and Empowerment: An International Journal",""
"Engineering Computations","0264-4401","",1984-02-01,1,1,,,,"http://www.emeraldinsight.com/0264-4401.htm",,"","","fulltext","",""
"Engineering, Construction and Architectural Management","0969-9988","",1994-02-01,1,1,,,,"http://www.emeraldinsight.com/0969-9988.htm",,"","","fulltext","",""
"Environmental Management and Health","0956-6163","",1990-04-01,1,1,2002-12-01,13,5,"http://www.emeraldinsight.com/0956-6163.htm",,"","","fulltext","",""
"Equal Opportunities International","0261-0159","",1981-02-01,1,1,,,,"http://www.emeraldinsight.com/0261-0159.htm",,"","","fulltext","Currently: Equality, Diversity and Inclusion: An International Journal",""
"Equality, Diversity and Inclusion: An International Journal","2040-7149","",2010-01-01,29,1,,,,"http://www.emeraldinsight.com/2040-7149.htm",,"","","fulltext","Previously: Equal Opportunities International 1981 - 2009",""
"Ethnicity and Inequalities in Health and Social Care","1757-0980","",2008-06-01,1,1,,,,"http://www.emeraldinsight.com/1757-0980.htm",,"","","fulltext","",""
"EuroMed Journal of Business","1450-2194","",2006-04-01,1,1,,,,"http://www.emeraldinsight.com/1450-2194.htm",,"","","fulltext","",""
"European Business Review","0955-534X","",2000-02-01,12,1,,,,"http://www.emeraldinsight.com/0955-534X.htm",,"","","fulltext","",""
"European Journal of Innovation Management","1460-1060","",1998-04-01,1,1,,,,"http://www.emeraldinsight.com/1460-1060.htm",,"","","fulltext","",""
"European Journal of Marketing","0309-0566","",1967-06-01,1,1,,,,"http://www.emeraldinsight.com/0309-0566.htm",,"","","fulltext","",""
"European Journal of Training and Development","2046-9012","",2012-01-27,36,1,,,,"http://www.emeraldinsight.com/2046-9012.htm",,"","","fulltext","Previously: Journal of European Industrial Training 1977-2011",""
"Journal of European Industrial Training","0309-0590","",1977-02-01,1,1,,,,"http://www.emeraldinsight.com/0309-0590.htm",,"","","fulltext","Currently: European Journal of Training and Development
",""
"Evidence-based HRM: a Global Forum for Empirical Scholarship","2049-3983","",2013-04-26,1,1,,,,"http://www.emeraldinsight.com/2049-3983.htm",,"","","fulltext","",""
"Facilities","0263-2772","",1983-02-01,1,1,,,,"http://www.emeraldinsight.com/0263-2772.htm",,"","","fulltext","",""
"foresight","1463-6689","1465-9832",1999-02-01,1,1,,,,"http://www.emeraldinsight.com/1463-6689.htm",,"","","fulltext","",""
"Gender in Management: An International Journal","1754-2413","",2008-02-08,23,1,,,,"http://www.emeraldinsight.com/1754-2413.htm",,"","","fulltext","Previously: Women In Management Review 1985-2007",""
"Women In Management Review","0964-9425","",1985-02-01,1,1,2007-11-13,22,8,"http://www.emeraldinsight.com/0964-9425.htm",,"","","fulltext","Currently: Gender in Management: An International Journal",""
"Grey Systems: Theory and Application","2043-9377","",2011-01-28,1,1,,,,"http://www.emeraldinsight.com/2043-9377.htm",,"","","fulltext","",""
"Health Education","0965-4283","",1992-04-01,92,1,,,,"http://www.emeraldinsight.com/0965-4283.htm",,"","","fulltext","",""
"Health Manpower Management","0955-2065","",1992-03-01,18,1,1998-12-01,24,6,"http://www.emeraldinsight.com/0955-2065.htm",,"","","fulltext","Merged into: Journal of Management in Medicine",""
"Higher Education, Skills and Work-based Learning","2042-3896","",2011-01-01,1,1,,,,"http://www.emeraldinsight.com/2042-3896.htm",,"","","fulltext","",""
"History of Education Review","0819-8691","",2004-06-24,33,1,,,,"http://www.emeraldinsight.com/0819-8691.htm",,"","","fulltext","",""
"Housing, Care and Support","1460-8790","",1999-03-01,1,1,,,,"http://www.emeraldinsight.com/1460-8790.htm",,"","","fulltext","",""
"Human Resource Management International Digest","0967-0734","",2002-02-01,10,1,,,,"http://www.emeraldinsight.com/0967-0734.htm",,"","","fulltext","Incorporates: Management Development Review",""
"Management Development Review","0962-2519","",1992-02-01,5,1,1997-12-01,10,7,"http://www.emeraldinsight.com/0962-2519.htm",,"","","fulltext","",""
"Humanomics","0828-8666","",1989-02-01,5,1,,,,"http://www.emeraldinsight.com/0828-8666.htm",,"","","fulltext","",""
"Indian Growth and Development Review","1753-8254","",2008-04-18,1,1,,,,"http://www.emeraldinsight.com/1753-8254.htm",,"","","fulltext","",""
"Industrial and Commercial Training","0019-7858","",1969-02-01,1,1,,,,"http://www.emeraldinsight.com/0019-7858.htm",,"","","fulltext","",""
"Industrial Lubrication and Tribology","0036-8792","",1948-02-01,1,1,,,,"http://www.emeraldinsight.com/0036-8792.htm",,"","","fulltext","",""
"Industrial Management & Data Systems","0263-5577","",1970-02-01,70,1,,,,"http://www.emeraldinsight.com/0263-5577.htm",,"","","fulltext","",""
"Industrial Robot: An International Journal","0143-991X","",1973-02-01,1,1,,,,"http://www.emeraldinsight.com/0143-991X.htm",,"","","fulltext","",""
"info","1463-6697","1465-9840",1999-02-01,1,1,,,,"http://www.emeraldinsight.com/1463-6697.htm",,"","","fulltext","",""
"Information Management & Computer Security","0968-5227","",1993-03-01,1,1,,,,"http://www.emeraldinsight.com/0968-5227.htm",,"","","fulltext","",""
"Information Technology & People","0959-3845","",1982-02-01,1,1,,,,"http://www.emeraldinsight.com/0959-3845.htm",,"","","fulltext","",""
"Integrated Manufacturing Systems","0957-6061","",1990-03-01,1,1,2003-12-01,14,8,"http://www.emeraldinsight.com/0957-6061.htm",,"","","fulltext","Currently: Journal of Manufacturing Technology Management Incorporates: International Journal of Agile Management Systems
",""
"International Journal of Agile Management Systems","1465-4652","",1999-04-01,1,1,2000-12-01,2,3,"http://www.emeraldinsight.com/1465-4652.htm",,"","","fulltext","Merged into: Integrated Manufacturing Systems",""
"Interactive Technology and Smart Education","1741-5659","",2004-02-29,1,1,,,,"http://www.emeraldinsight.com/1741-5659.htm",,"","","fulltext","",""
"Interlending & Document Supply","0264-1615","",1973-02-01,1,1,,,,"http://www.emeraldinsight.com/0264-1615.htm",,"","","fulltext","",""
"International Journal for Lesson and Learning Studies","2046-8253","",2012-01-01,1,1,,,,"http://www.emeraldinsight.com/2046-8253.htm",,"","","fulltext","",""
"International Journal for Researcher Development","2048-8696","",2009-04-01,1,1,,,,"http://www.emeraldinsight.com/2048-8696.htm",,"","","fulltext","",""
"International Journal of Accounting and Information Management","1834-7649","",2007-05-31,15,2,,,,"http://www.emeraldinsight.com/1834-7649.htm",,"","","fulltext","",""
"International Journal of Bank Marketing","0265-2323","",1983-02-01,1,1,,,,"http://www.emeraldinsight.com/0265-2323.htm",,"","","fulltext","",""
"International Journal of Climate Change Strategies and Management","1756-8692","",2009-02-27,1,1,,,,"http://www.emeraldinsight.com/1756-8692.htm",,"","","fulltext","",""
"International Journal of Clothing Science and Technology","0955-6222","",1989-02-01,1,1,,,,"http://www.emeraldinsight.com/0955-6222.htm",,"","","fulltext","",""
"International Journal of Commerce and Management","1056-9219","",1991-02-01,1,1,,,,"http://www.emeraldinsight.com/1056-9219.htm",,"","","fulltext","",""
"International Journal of Conflict Management","1044-4068","",1990-02-01,1,1,,,,"http://www.emeraldinsight.com/1044-4068.htm",,"","","fulltext","",""
"International Journal of Contemporary Hospitality Management","0959-6119","",1989-06-01,1,1,,,,"http://www.emeraldinsight.com/0959-6119.htm",,"","","fulltext","",""
"International Journal of Culture, Tourism and Hospitality Research","1750-6182","",2007-04-03,1,1,,,,"http://www.emeraldinsight.com/1750-6182.htm",,"","","fulltext","",""
"International Journal of Development Issues","1446-8956","",2003-03-01,2,2,,,,"http://www.emeraldinsight.com/1446-8956.htm",,"","","fulltext","",""
"International Journal of Disaster Resilience in the Built Environment","1759-5908","",2010-02-26,1,1,,,,"http://www.emeraldinsight.com/1759-5908.htm",,"","","fulltext","",""
"International Journal of Educational Management","0951-354X","",1987-02-01,1,1,,,,"http://www.emeraldinsight.com/0951-354X.htm",,"","","fulltext","",""
"International Journal of Emergency Services","2047-0894","",2012-07-13,1,1,,,,"http://www.emeraldinsight.com/2047-0894.htm",,"","","fulltext","",""
"International Journal of Emerging Markets","1746-8809","",2006-01-01,1,1,,,,"http://www.emeraldinsight.com/1746-8809.htm",,"","","fulltext","",""
"International Journal of Energy Sector Management","1750-6220","",2007-01-23,1,1,,,,"http://www.emeraldinsight.com/1750-6220.htm",,"","","fulltext","",""
"International Journal of Entrepreneurial Behaviour & Research","1355-2554","",1995-04-01,1,1,,,,"http://www.emeraldinsight.com/1355-2554.htm",,"","","fulltext","",""
"International Journal of Event and Festival Management","1758-2954","",2010-03-19,1,1,,,,"http://www.emeraldinsight.com/1758-2954.htm",,"","","fulltext","",""
"International Journal of Gender and Entrepreneurship","1756-6266","",2009-03-27,1,1,,,,"http://www.emeraldinsight.com/1756-6266.htm",,"","","fulltext","",""
"International Journal of Health Care Quality Assurance","0952-6862","",1988-02-01,1,1,,,,"http://www.emeraldinsight.com/0952-6862.htm",,"","","fulltext","",""
"International Journal of Housing Markets and Analysis","1753-8270","",2008-03-07,1,1,,,,"http://www.emeraldinsight.com/1753-8270.htm",,"","","fulltext","",""
"International Journal of Intelligent Computing and Cybernetics","1756-378X","",2008-03-28,1,1,,,,"http://www.emeraldinsight.com/1756-378X.htm",,"","","fulltext","",""
"International Journal of Intelligent Unmanned Systems","2049-6427","",2013-02-08,1,1,,,,"http://www.emeraldinsight.com/2049-6427.htm",,"","","fulltext","",""
"International Journal of Islamic and Middle Eastern Finance and Management","1753-8394","",2008-04-04,1,1,,,,"http://www.emeraldinsight.com/1753-8394.htm",,"","","fulltext","",""
"International Journal of Law and Management","1754-243X","",2008-02-01,50,1,,,,"http://www.emeraldinsight.com/1754-243X.htm",,"","","fulltext","Previously: Managerial Law 1966-2007",""
"Managerial Law","0309-0558","",1966-02-01,1,1,2007-09-18,49,5,"http://www.emeraldinsight.com/0309-0558.htm",,"","","fulltext","Currently:  International Journal of Law and Management",""
"International Journal of Law in the Built Environment","1756-1450","",2009-04-17,1,1,,,,"http://www.emeraldinsight.com/1756-1450.htm",,"","","fulltext","",""
"The International Journal of Leadership in Public Services","1747-9886","",2005-11-01,1,1,,,,"http://www.emeraldinsight.com/1747-9886.htm",,"","","fulltext","",""
"International Journal of Lean Six Sigma","2040-4166","",2010-03-26,1,1,,,,"http://www.emeraldinsight.com/2040-4166.htm",,"","","fulltext","",""
"The International Journal of Logistics Management","0957-4093","",1990-01-01,1,1,,,,"http://www.emeraldinsight.com/0957-4093.htm",,"","","fulltext","",""
"International Journal of Managerial Finance","1743-9132","",2005-03-01,1,1,,,,"http://www.emeraldinsight.com/1743-9132.htm",,"","","fulltext","",""
"International Journal of Managing Projects in Business","1753-8378","",2008-01-25,1,1,,,,"http://www.emeraldinsight.com/1753-8378.htm",,"","","fulltext","",""
"International Journal of Manpower","0143-7720","",1980-02-01,1,1,,,,"http://www.emeraldinsight.com/0143-7720.htm",,"","","fulltext","",""
"International Journal of Mentoring and Coaching in Education","2046-6854","",2012-03-25,1,1,,,,"http://www.emeraldinsight.com/2046-6854.htm",,"","","fulltext","",""
"International Journal of Migration, Health and Social Care","1747-9894","",2005-12-01,1,1,,,,"http://www.emeraldinsight.com/1747-9894.htm",,"","","fulltext","",""
"International Journal of Numerical Methods for Heat & Fluid Flow","0961-5539","",1991-02-01,1,1,,,,"http://www.emeraldinsight.com/0961-5539.htm",,"","","fulltext","",""
"International Journal of Operations & Production Management","0144-3577","",1980-02-01,1,1,,,,"http://www.emeraldinsight.com/0144-3577.htm",,"","","fulltext","",""
"International Journal of Organizational Analysis","1934-8835","",1993-02-01,1,1,,,,"http://www.emeraldinsight.com/1934-8835.htm",,"","","fulltext","",""
"International Journal of Pervasive Computing and Communications","1742-7371","",2005-02-01,1,1,,,,"http://www.emeraldinsight.com/1742-7371.htm",,"","","fulltext","",""
"International Journal of Pharmaceutical and Healthcare Marketing","1750-6123","",2007-04-10,1,1,,,,"http://www.emeraldinsight.com/1750-6123.htm",,"","","fulltext","",""
"International Journal of Physical Distribution & Logistics Management","0960-0035","",1971-02-01,1,1,,,,"http://www.emeraldinsight.com/0960-0035.htm",,"","","fulltext","",""
"International Journal of Prisoner Health","1744-9200","",2005-02-01,1,1,,,,"http://www.emeraldinsight.com/1744-9200.htm",,"","","fulltext","",""
"International Journal of Productivity and Performance Management","1741-0401","",2004-01-01,53,1,,,,"http://www.emeraldinsight.com/1741-0401.htm",,"","","fulltext","Previously: Work Study 1952-2003",""
"Work Study","0043-8022","",1952-02-01,1,1,2003-12-01,52,7,"http://www.emeraldinsight.com/0043-8022.htm",,"","","fulltext","Currently: International Journal of Productivity and Performance Management",""
"International Journal of Public Sector Management","0951-3558","",1988-02-01,1,1,,,,"http://www.emeraldinsight.com/0951-3558.htm",,"","","fulltext","",""
"International Journal of Quality & Reliability Management","0265-671X","",1984-02-01,1,1,,,,"http://www.emeraldinsight.com/0265-671X.htm",,"","","fulltext","Incorporates: International Journal of Quality Science",""
"International Journal of Quality Science","1359-8538","",1996-04-01,1,1,1998-12-01,3,4,"http://www.emeraldinsight.com/1359-8538.htm",,"","","fulltext","Merged into: International Journal of Quality & Reliability Management",""
"International Journal of Quality and Service Sciences","1756-669X","",2009-03-20,1,1,,,,"http://www.emeraldinsight.com/1756-669X.htm",,"","","fulltext","",""
"International Journal of Retail & Distribution Management","0959-0552","",1973-02-01,1,1,,,,"http://www.emeraldinsight.com/0959-0552.htm",,"","","fulltext","",""
"International Journal of Service Industry Management","0956-4233","",1990-04-01,1,1,,,,"http://www.emeraldinsight.com/0956-4233.htm",,"","","fulltext","Currently: Journal of Service Management",""
"International Journal of Social Economics","0306-8293","",1974-02-01,1,1,,,,"http://www.emeraldinsight.com/0306-8293.htm",,"","","fulltext","",""
"International Journal of Sociology and Social Policy","0144-333X","",1981-02-01,1,1,,,,"http://www.emeraldinsight.com/0144-333X.htm",,"","","fulltext","",""
"International Journal of Structural Integrity","1757-9864","",2010-03-05,1,1,,,,"http://www.emeraldinsight.com/1757-9864.htm",,"","","fulltext","",""
"International Journal of Sustainability in Higher Education","1467-6370","",2000-04-01,1,1,,,,"http://www.emeraldinsight.com/1467-6370.htm",,"","","fulltext","",""
"International Journal of Web Information Systems","1744-0084","",2005-02-01,1,1,,,,"http://www.emeraldinsight.com/1744-0084.htm",,"","","fulltext","",""
"International Journal of Wine Business Research","1751-1062","",2007-03-27,19,1,,,,"http://www.emeraldinsight.com/1751-1062.htm",,"","","fulltext","",""
"International Journal of Wine Marketing","0954-7541","",1989-02-01,1,1,,,,"http://www.emeraldinsight.com/0954-7541.htm",,"","","fulltext","",""
"International Journal of Workplace Health Management","1753-8351","",2008-03-28,1,1,,,,"http://www.emeraldinsight.com/1753-8351.htm",,"","","fulltext","",""
"International Journal on Grey Literature","1466-6189","",2000-03-01,1,1,2000-12-01,1,4,"http://www.emeraldinsight.com/1466-6189.htm",,"","","fulltext","Ceased publication in 2000",""
"International Marketing Review","0265-1335","",1983-02-01,1,1,,,,"http://www.emeraldinsight.com/0265-1335.htm",,"","","fulltext","",""
"Internet Research","1066-2243","",1991-02-01,1,1,,,,"http://www.emeraldinsight.com/1066-2243.htm",,"","","fulltext","",""
"Journal of Accounting & Organizational Change","1832-5912","",2005-01-01,1,1,,,,"http://www.emeraldinsight.com/1832-5912.htm",,"","","fulltext","",""
"Journal of Accounting in Emerging Economies","2042-1168","",2011-02-18,1,1,,,,"http://www.emeraldinsight.com/2042-1168.htm",,"","","fulltext","",""
"The Journal of Adult Protection","1466-8203","",1999-08-01,1,1,,,,"http://www.emeraldinsight.com/1466-8203.htm",,"","","fulltext","",""
"Journal of Advances in Management Research","0972-7981","",2003-10-01,1,1,,,,"http://www.emeraldinsight.com/0972-7981.htm",,"","","fulltext","",""
"Journal of Aggression, Conflict and Peace Research","1759-6599","",2009-04-20,1,1,,,,"http://www.emeraldinsight.com/1759-6599.htm",,"","","fulltext","",""
"Journal of Agribusiness in Developing and Emerging Economies","2044-0839","",2011-06-03,1,1,,,,"http://www.emeraldinsight.com/2044-0839.htm",,"","","fulltext","",""
"Journal of Applied Accounting Research","0967-5426","",1999-04-01,5,1,,,,"http://www.emeraldinsight.com/0967-5426.htm",,"","","fulltext","",""
"Journal of Applied Research in Higher Education","2050-7003","",2009-01-01,1,1,,,,"http://www.emeraldinsight.com/2050-7003.htm",,"","","fulltext","",""
"Journal of Asia Business Studies","1558-7894","",2006-07-01,1,1,,,,"http://www.emeraldinsight.com/1558-7894.htm",,"","","fulltext","",""
"Journal of Assistive Technologies","1754-9450","",2007-10-01,1,1,,,,"http://www.emeraldinsight.com/1754-9450.htm",,"","","fulltext","",""
"Journal of Business & Industrial Marketing","0885-8624","",1986-02-01,1,1,,,,"http://www.emeraldinsight.com/0885-8624.htm",,"","","fulltext","",""
"Journal of Business Strategy","0275-6668","",1980-02-01,1,1,,,,"http://www.emeraldinsight.com/0275-6668.htm",,"","","fulltext","",""
"Journal of Children's Services","1746-6660","",2006-04-01,1,1,,,,"http://www.emeraldinsight.com/1746-6660.htm",,"","","fulltext","",""
"Journal of Chinese Economic and Foreign Trade Studies","1754-4408","",2008-01-25,1,1,,,,"http://www.emeraldinsight.com/1754-4408.htm",,"","","fulltext","",""
"Journal of Chinese Entrepreneurship","1756-1396","",2009-01-01,1,1,,,,"http://www.emeraldinsight.com/1756-1396.htm",,"","","fulltext","",""
