publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name
"Annual Review of Nutrition","0199-9885","1545-4312",1981-01-01,1,,,,,"http://arjournals.annualreviews.org/loi/nutr",,"","","fulltext","","Annual Reviews"
"Annual Review of Pathology: Mechanisms of Disease","1553-4006","1553-4014",2006-01-01,1,,,,,"http://arjournals.annualreviews.org/loi/pathmechdis",,"","","fulltext","","Annual Reviews"
"Annual Review of Pharmacology and Toxicology","0362-1642","1545-4304",1976-01-01,16,,,,,"http://arjournals.annualreviews.org/loi/pharmtox",,"","","fulltext","","Annual Reviews"
"Annual Review of Physical Chemistry","0066-426X","1545-1593",1950-01-01,1,,,,,"http://arjournals.annualreviews.org/loi/physchem",,"","","fulltext","","Annual Reviews"
"Annual Review of Physiology","0066-4278","1545-1585",1939-01-01,1,,,,,"http://arjournals.annualreviews.org/loi/physiol",,"","","fulltext","","Annual Reviews"
"Annual Review of Phytopathology","0066-4286","1545-2107",1963-01-01,1,,,,,"http://arjournals.annualreviews.org/loi/phyto",,"","","fulltext","","Annual Reviews"
"Annual Review of Plant Biology","1543-5008","1545-2123",2002-01-01,53,,,,,"http://arjournals.annualreviews.org/loi/arplant",,"","","fulltext","","Annual Reviews"
"Annual Review of Political Science","1094-2939","1545-1577",1998-01-01,1,,,,,"http://arjournals.annualreviews.org/loi/polisci",,"","","fulltext","","Annual Reviews"
"Annual Review of Psychology","0066-4308","1545-2085",1950-01-01,1,,,,,"http://arjournals.annualreviews.org/loi/psych",,"","","fulltext","","Annual Reviews"
"Annual Review of Public Health","0163-7525","1545-2093",1980-01-01,1,,,,,"http://arjournals.annualreviews.org/loi/publhealth",,"","","fulltext","","Annual Reviews"
"Annual Review of Resource Economics","1941-1340","1941-1359",2009-01-01,1,,,,,"http://arjournals.annualreviews.org/loi/resource",,"","","fulltext","","Annual Reviews"
"Annual Review of Sociology","0360-0572","1545-2115",1975-01-01,1,,,,,"http://arjournals.annualreviews.org/loi/soc",,"","","fulltext","","Annual Reviews"
"Annual Review of Animal Biosciences","2165-8102","2165-8110",2013-01-01,1,,,,,"http://www.annualreviews.org/journal/animal",,"","","fulltext",". Online access to the contents of Volume I will be unrestricted for all customers until the publication of 2014 Volume 2.  NESLi2 members who purchase the 2014 Volume 2 will also acquire permanent data rights to the 2013 Volume 1 content at no additional charge.","Annual Reviews"
