publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name
"Nihonkai Mathematical Journal","1341-9951","",1990-01-01,1,1,,,,"http://ProjectEuclid.org/nihmj",,"","","Full text","Subscribers Only","Niigata University, Department of Mathematics"
"Notre Dame Journal of Formal Logic","0029-4527","1939-0726",1960-01-01,1,1,,,,"http://ProjectEuclid.org/ndjfl",,"","","Full text","Partially open (older than 5 years open)","Duke University Press"
"Publicacions Matemàtiques","0214-1493","",2007-01-01,51,2,,,,"http://ProjectEuclid.org/pm",,"","","Full text","Partially open (older than 5 years open)","Universitat Autònoma de Barcelona, Departament de Matemàtiques"
"Real Analysis Exchange","0147-1937","1930-1219",1999-01-01,24,1,,,,"http://ProjectEuclid.org/rae",,"","","Full text","Partially open (older than 5 years open)","Michigan State University Press"
"Revista Matemática Iberoamericana","0213-2230","",2002-01-01,18,1,,,,"http://ProjectEuclid.org/rmi",,"","","Full text","Partially open (older than 5 years open)","Real Sociedad Matemática Española"
"Rocky Mountain Journal of Mathematics","0035-7596","",1990-01-01,1,1,,,,"http://ProjectEuclid.org/rmjm",,"","","Full text","Subscribers Only","Rocky Mountain Mathematics Consortium"
"The Review of Modern Logic","1047-5982","1945-2586",1990-01-01,1,1,,,,"http://ProjectEuclid.org/rml",,"","","Full text","Partially open (older than 5 years open)","Marquette University, Department of Mathematics, Statistics and Computer Science"
"Tohoku Mathematical Journal","0040-8735","",1949-01-01,1,1,,,,"http://ProjectEuclid.org/tmj",,"","","Full text","Subscribers Only","Mathematical Institute, Tohoku University"
"Tokyo Journal of Mathematics","0387-3870","",2002-01-01,1,1,,,,"http://ProjectEuclid.org/tjm",,"","","Full text","Partially open (older than 5 years open)","Publication Committee for the Tokyo Journal of Mathematics"
"Tsukuba Journal of Mathematics","0387-4982","",2009-01-01,33,1,,,,"http://ProjectEuclid.org/tkbjm ",,"","","Full text","Subscribers Only","University of Tsukuba, Institute of Mathematics"
