publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name
"Children's Literature Association Quarterly","0885-0429","1553-1201",1976-01-01,1,1,1979-01-01,3,4,"http://muse.jhu.edu/journals/childrens_literature_association_quarterly",,"","","","Now: Children's Literature Association Quarterly ","The Johns Hopkins University Press"
"Cinema Journal","","1527-2087",1999-01-01,39,1,,,,"http://muse.jhu.edu/journals/cinema_journal",,"","","","","University of Texas Press"
"Classical World","","1558-9234",2005-01-01,99,1,,,,"http://muse.jhu.edu/journals/classical_world",,"","","","","Classical Association of the Atlantic States"
"College Literature","0093-3139","1542-4286",2003-01-01,30,1,,,,"http://muse.jhu.edu/journals/college_literature",,"","","","","West Chester University"
"The Comparatist","0195-7678","1559-0887",2005-01-01,29,,,,,"http://muse.jhu.edu/journals/the_comparatist",,"","","","","The University of North Carolina Press"
"Comparative Drama","","1936-1637",2000-01-01,34,1,,,,"http://muse.jhu.edu/journals/comparative_drama",,"","","","","Western Michigan University"
"Comparative Literature Studies","","1528-4212",2000-01-01,37,1,,,,"http://muse.jhu.edu/journals/comparative_literature_studies",,"","","","","Penn State University Press"
"Computer Music Journal","0148-9267","1531-5169",2001-01-01,25,1,,,,"http://muse.jhu.edu/journals/computer_music_journal",,"","","","","The MIT Press"
"Configurations","1063-1801","1080-6520",1993-01-01,1,1,,,,"http://muse.jhu.edu/journals/configurations",,"","","","","The Johns Hopkins University Press"
"Conradiana","","1935-0252",2007-01-01,39,1,,,,"http://muse.jhu.edu/journals/conradiana",,"","","","","Texas Tech University Press"
"Conservative Judaism","","1947-4717",2008-01-01,61,,,,,"http://muse.jhu.edu/journals/conservative_judaism",,"","","","","Rabbinical Assembly"
"Contagion: Journal of Violence, Mimesis, and Culture","1075-7201","1930-1200",1994-01-01,1,,,,,"http://muse.jhu.edu/journals/contagion",,"","","","","Michigan State University Press"
"Contemporary Literature","","1548-9949",2004-01-01,45,1,,,,"http://muse.jhu.edu/journals/contemporary_literature",,"","","","","University of Wisconsin Press"
"La corónica: A Journal of Medieval Hispanic Languages, Literatures, and Cultures","0193-3892","1947-4261",2000-01-01,29,1,,,,"http://muse.jhu.edu/journals/la_coronica",,"","","","","La corónica: A Journal of Medieval Hispanic Languages, Literatures, and Cultures"
"Criticism","","1536-0342",2001-01-01,43,1,,,,"http://muse.jhu.edu/journals/criticism",,"","","","","Wayne State University Press"
"Cultural Critique","0882-4371","1534-5203",2001-01-01,47,,,,,"http://muse.jhu.edu/journals/cultural_critique",,"","","","","University of Minnesota Press"
"diacritics","0300-7162","1080-6539",1996-01-01,26,1,,,,"http://muse.jhu.edu/journals/diacritics",,"","","","","The Johns Hopkins University Press"
"Discourse","1522-5321","1536-1810",2000-01-01,22,3,,,,"http://muse.jhu.edu/journals/discourse",,"","","","","Wayne State University Press"
"Early American Literature","","1534-147X",2000-01-01,35,3,,,,"http://muse.jhu.edu/journals/early_american_literature",,"","","","","The University of North Carolina Press"
"The Eighteenth Century","0193-5380","1935-0201",2006-01-01,47,1,,,,"http://muse.jhu.edu/journals/the_eighteenth_century",,"","","","","University of Pennsylvania Press"
"Eighteenth-Century Fiction","0840-6286","1911-0243",1988-01-01,1,1,,,,"http://muse.jhu.edu/journals/eighteenth_century_fiction",,"","","","","University of Toronto Press"
"Eighteenth-Century Studies","0013-2586","1086-315X",1995-01-01,29,1,,,,"http://muse.jhu.edu/journals/eighteenth-century_studies",,"","","","","The Johns Hopkins University Press"
"Éire-Ireland","0013-2683","1550-5162",2004-01-01,39,01-Feb,,,,"http://muse.jhu.edu/journals/eire-ireland",,"","","","","Irish-American Cultural Institute"
"ELH","0013-8304","1080-6547",1993-01-01,60,4,,,,"http://muse.jhu.edu/journals/elh",,"","","","","The Johns Hopkins University Press"
"The Emily Dickinson Journal","1059-6879","1096-858X",1992-01-01,1,1,,,,"http://muse.jhu.edu/journals/emily_dickinson_journal",,"","","","","The Johns Hopkins University Press"
"English Literature in Transition, 1880-1920","0013-8339","1559-2715",1957-01-01,1,1,,,,"http://muse.jhu.edu/journals/english_literature_in_transition",,"","","","","ELT Press"
"Episteme","1742-3600","1750-0117",2006-01-01,3,,2008-01-01,5,3,"http://muse.jhu.edu/journals/episteme",,"","","","","Edinburgh University Press"
"ESC: English Studies in Canada","0317-0802","1913-4835",2005-01-01,31,1,,,,"http://muse.jhu.edu/journals/esc_english_studies_in_canada",,"","","","","Association of Canadian College and University Teachers of English"
"L'Esprit Créateur","0014-0767","1931-0234",1996-01-01,36,1,,,,"http://muse.jhu.edu/journals/lesprit_createur",,"","","","","The Johns Hopkins University Press"
"ESQ: A Journal of the American Renaissance","0093-8297","1935-021X",2003-01-01,49,01-Mar,,,,"http://muse.jhu.edu/journals/esq",,"","","","","Washington State University"
"Film & History: An Interdisciplinary Journal of Film and Television Studies","0360-3695","1548-9922",1971-01-01,1,1,,,,"http://muse.jhu.edu/journals/film_and_history",,"","","","","Center for the Study of Film and History"
"Film History: An International Journal","0892-2160","1553-3905",2005-01-01,17,1,,,,"http://muse.jhu.edu/journals/film_history",,"","","","","Indiana University Press"
"Framework: The Journal of Cinema and Media","0306-7661","1559-7989",2006-01-01,47,1,,,,"http://muse.jhu.edu/journals/framework_the_journal_of_cinema_and_media",,"","","","","Wayne State University Press"
"Franciscan Studies","0080-5459","1945-9718",2002-01-01,60,,,,,"http://muse.jhu.edu/journals/franciscan_studies",,"","","","","Franciscan Institute Publications"
"French Forum","0098-9355","1534-1836",2001-01-01,26,1,,,,"http://muse.jhu.edu/journals/french_forum",,"","","","","University of Nebraska Press"
"George Herbert Journal","0161-7435","1931-1192",1996-01-01,20,,,,,"http://muse.jhu.edu/journals/george_herbert_journal",,"","","","","George Herbert Journal"
"The Global South","1932-8648","1932-8656",2007-01-01,1,,,,,"http://muse.jhu.edu/journals/the_global_south",,"","","","","Indiana University Press"
"Goethe Yearbook","0734-3329","1940-9087",1982-01-01,1,,,,,"http://muse.jhu.edu/journals/goethe_yearbook",,"","","","","North American Goethe Society"
"Helios","0160-0923","1935-0228",2007-01-01,34,1,,,,"http://muse.jhu.edu/journals/helios",,"","","","","Texas Tech University Press"
"The Hemingway Review","0276-3362","1548-4815",2000-01-01,20,1,,,,"http://muse.jhu.edu/journals/hemingway_review",,"","","","","University of Idaho Department of English"
"The Henry James Review","0273-0340","1080-6555",1979-01-01,1,1,,,,"http://muse.jhu.edu/journals/henry_james_review",,"","","","","The Johns Hopkins University Press"
"Hispania","0018-2133","2153-6414",2010-01-01,93,1,,,,"http://muse.jhu.edu/journals/hispania",,"","","","","The Johns Hopkins University Press"
"Hispanic Review","0018-2176","1553-0639",2005-01-01,73,1,,,,"http://muse.jhu.edu/journals/hispanic_review",,"","","","","University of Pennsylvania Press"
"Hume Studies","0319-7336","1947-9921",1975-01-01,1,1,,,,"http://muse.jhu.edu/journals/hume_studies",,"","","","","Hume Society"
"Hypatia","0887-5367","1527-2001",1999-01-01,14,1,2008-01-01,23,4,"http://muse.jhu.edu/journals/hypatia",,"10.1111/(ISSN)1527-2001","","","","Indiana University Press"
"James Joyce Quarterly","0021-4183","1938-6036",2006-01-01,44,1,,,,"http://muse.jhu.edu/journals/james_joyce_quarterly",,"","","","","The University of Tulsa"
"JEGP, Journal of English and Germanic Philology","0363-6941","1945-662X",2009-01-01,108,1,,,,"http://muse.jhu.edu/journals/journal_of_english_and_germanic_philology",,"","","","","University of Illinois Press"
"Jewish Quarterly Review","0021-6682","1553-0604",2001-01-01,92,1,,,,"http://muse.jhu.edu/journals/jewish_quarterly_review",,"","","","","University of Pennsylvania Press"
"Journal for Early Modern Cultural Studies","1531-0485","1553-3786",2004-01-01,4,2,,,,"http://muse.jhu.edu/journals/journal_for_early_modern_cultural_studies",,"","","","","University of Pennsylvania Press"
"The Journal of Aesthetic Education","0021-8510","1543-7809",2003-01-01,37,1,,,,"http://muse.jhu.edu/journals/the_journal_of_aesthetic_education",,"","","","","University of Illinois Press"
"Journal of Early Christian Studies","1067-6341","1086-3184",1993-01-01,1,1,,,,"http://muse.jhu.edu/journals/journal_of_early_christian_studies",,"","","","","The Johns Hopkins University Press"
"Journal of Feminist Studies in Religion","8755-4178","1553-3913",2005-01-01,21,1,,,,"http://muse.jhu.edu/journals/journal_of_feminist_studies_in_religion",,"","","","","Indiana University Press"
"Journal of Late Antiquity","1939-6716","1942-1273",2008-01-01,1,1,,,,"http://muse.jhu.edu/journals/journal_of_late_antiquity",,"","","","","The Johns Hopkins University Press"
"Journal of Modern Greek Studies","0738-1727","1086-3265",1983-01-01,1,1,,,,"http://muse.jhu.edu/journals/journal_of_modern_greek_studies",,"","","","","The Johns Hopkins University Press"
"Journal of Modern Literature","0022-281X","1529-1464",1998-01-01,22,2,,,,"http://muse.jhu.edu/journals/journal_of_modern_literature",,"","","","","Indiana University Press"
"Journal of Narrative Theory","1549-0815","1548-9248",1999-01-01,29,1,,,,"http://muse.jhu.edu/journals/journal_of_narrative_theory",,"","","","","Eastern Michigan University"
"The Journal of Nietzsche Studies","0968-8005","1538-4594",2002-01-01,,23,,,,"http://muse.jhu.edu/journals/journal_of_nietzsche_studies",,"","","","","Penn State University Press"
"The Journal of Speculative Philosophy","0891-625X","1527-9383",2000-01-01,14,1,,,,"http://muse.jhu.edu/journals/journal_of_speculative_philosophy",,"","","","","Penn State University Press"
"Journal of the History of Philosophy","0022-5053","1538-4586",1963-01-01,1,1,,,,"http://muse.jhu.edu/journals/journal_of_the_history_of_philosophy",,"","","","","The Johns Hopkins University Press"
"Journal of the Royal Musical Association","0269-0403","1471-6933",2005-01-01,130,1,2008-01-01,133,2,"http://muse.jhu.edu/journals/journal_of_the_royal_musical_association",,"","","","","Oxford University Press"
"Journal of Victorian Culture","1355-5502","1750-0133",2006-01-01,11,1,2008-01-01,13,2,"http://muse.jhu.edu/journals/journal_of_victorian_culture",,"","","","","Edinburgh University Press"
"Joyce Studies Annual","1049-0809","1538-4241",2001-01-01,12,,,,,"http://muse.jhu.edu/journals/joyce_studies_annual",,"","","","","Fordham University Press"
"Kennedy Institute of Ethics Journal","1054-6863","1086-3249",1991-01-01,1,1,,,,"http://muse.jhu.edu/journals/kennedy_institute_of_ethics_journal",,"","","","","The Johns Hopkins University Press"
"Latin American Music Review","0163-0350","1536-0199",2001-01-01,22,1,,,,"http://muse.jhu.edu/journals/latin_american_music_review",,"","","","","University of Texas Press"
"Legacy: A Journal of American Women Writers","0748-4321","1534-0643",2000-01-01,17,2,,,,"http://muse.jhu.edu/journals/legacy",,"","","","","University of Nebraska Press"
"Leonardo","0024-094X","1530-9282",2001-01-01,34,1,,,,"http://muse.jhu.edu/journals/leonardo",,"","","","","The MIT Press"
"Leonardo Music Journal","0961-1215","1531-4812",2000-01-01,10,,,,,"http://muse.jhu.edu/journals/leonardo_music_journal",,"","","","","The MIT Press"
"Libraries & the Cultural Record","1932-4855","1932-9555",2006-07-01,41,3,2011-12-31,46,4,"http://muse.jhu.edu/journals/libraries_and_culture",,"","","","Previously: Libraries & Culture and now: Information & Culture: A Journal of History","University of Texas Press"
"The Lion and the Unicorn","0147-2593","1080-6563",1977-01-01,1,1,,,,"http://muse.jhu.edu/journals/lion_and_the_unicorn",,"","","","","The Johns Hopkins University Press"
"Literature and Medicine","0278-9671","1080-6571",1982-01-01,1,,,,,"http://muse.jhu.edu/journals/literature_and_medicine",,"","","","","The Johns Hopkins University Press"
"Logos: A Journal of Catholic Thought and Culture","1091-6687","1533-791X",1997-01-01,1,1,,,,"http://muse.jhu.edu/journals/logos",,"","","","","Logos: A Journal of Catholic Thought and Culture"
"Luso-Brazilian Review","0024-7413","1548-9957",2004-01-01,41,1,,,,"http://muse.jhu.edu/journals/luso-brazilian_review",,"","","","","University of Wisconsin Press"
"Manoa","1045-7909","1527-943x",1999-01-01,11,2,,,,"http://muse.jhu.edu/journals/manoa",,"","","","","University of Hawai'i Press"
"Mechademia","1934-2489","2152-6648",2006-01-01,1,,,,,"http://muse.jhu.edu/journals/mechademia",,"","","","","University of Minnesota Press"
