publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name
"Animal Cognition","1435-9448","1435-9456",1998-01-01,1,,,,,"http://www.springerlink.com/content/1435-9448",,"","","","",""
"Annales Françaises de Médecine d'Urgence","2108-6524","2108-6591",2011-01-01,1,,,,,"http://www.springerlink.com/content/2108-6524/",,"","","","",""
"Annales Henri Poincare","1424-0637","1424-0661",2000-01-01,1,,,,,"http://www.springerlink.com/content/1424-0637",,"","","","",""
"Annali di Matematica Pura ed Applicata","0373-3114","1618-1891",1997-01-01,172,,,,,"http://www.springerlink.com/content/0373-3114",,"","","","",""
"Annals of Biomedical Engineering","0090-6964","1573-9686",1997-01-01,25,,,,,"http://www.springerlink.com/content/0090-6964",,"","","","",""
"Annals of Combinatorics","0218-0006","0219-3094",1997-01-01,1,,,,,"http://www.springerlink.com/content/0218-0006",,"","","","",""
"Annals of Finance","1614-2446","1614-2454",2005-01-01,1,,,,,"http://www.springerlink.com/content/1614-2446",,"","","","",""
"Annals of Global Analysis and Geometry","0232-704X","1572-9060",1997-01-01,15,,,,,"http://www.springerlink.com/content/0232-704X",,"","","","",""
"Annals of Hematology","0939-5555","1432-0584",1997-01-01,74,,,,,"http://www.springerlink.com/content/0939-5555",,"","","","",""
"Annals of Mathematics and Artificial Intelligence","1012-2443","1573-7470",1997-01-01,19,,,,,"http://www.springerlink.com/content/1012-2443",,"","","","",""
"Annals of Operations Research","0254-5330","1572-9338",1997-01-01,69,,,,,"http://www.springerlink.com/content/0254-5330",,"","","","",""
"Annals of Solid and Structural Mechanics","1867-6936","1867-6944",2010-01-01,1,,,,,"http://www.springerlink.com/content/1867-6936",,"","","","",""
"Annals of Surgical Oncology","1068-9265","1534-4681",1997-01-01,4,,,,,"http://www.springerlink.com/content/1068-9265",,"","","","",""
"Annals of the Institute of Statistical Mathematics","0020-3157","1572-9052",1997-01-01,49,,,,,"http://www.springerlink.com/content/0020-3157",,"","","","",""
"Antonie van Leeuwenhoek","0003-6072","1572-9699",1997-01-01,71,,,,,"http://www.springerlink.com/content/0003-6072",,"","","","",""
"Apoptosis","1360-8185","1573-675X",1997-01-01,2,,,,,"http://www.springerlink.com/content/1360-8185",,"","","","",""
"Applicable Algebra in Engineering, Communication and Computing","0938-1279","1432-0622",1997-01-01,8,,,,,"http://www.springerlink.com/content/0938-1279",,"","","","",""
"Applications of Mathematics","0862-7940","1572-9109",1997-01-01,42,,,,,"http://www.springerlink.com/content/0862-7940",,"","","","",""
"Applied Biochemistry and Microbiology","0003-6838","1608-3024",1997-01-01,33,,,,,"http://www.springerlink.com/content/0003-6838",,"","","","",""
"Applied Categorical Structures","0927-2852","1572-9095",1997-01-01,5,,,,,"http://www.springerlink.com/content/0927-2852",,"","","","",""
"Applied Composite Materials","0929-189X","1573-4897",1997-01-01,4,,,,,"http://www.springerlink.com/content/0929-189X",,"","","","",""
"Applied Intelligence","0924-669X","1573-7497",1997-01-01,7,,,,,"http://www.springerlink.com/content/0924-669X",,"","","","",""
"Applied Magnetic Resonance","0937-9347","1613-7507",1997-01-01,12,,,,,"http://www.springerlink.com/content/0937-9347",,"","","","",""
"Applied Mathematics and Optimization","0095-4616","1432-0606",1997-01-01,35,,,,,"http://www.springerlink.com/content/0095-4616",,"","","","",""
"Applied Microbiology and Biotechnology","0175-7598","1432-0614",1997-01-01,47,,,,,"http://www.springerlink.com/content/0175-7598",,"","","","",""
"Applied Physics A: Materials Science & Processing","0947-8396","1432-0630",1997-01-01,65,,,,,"http://www.springerlink.com/content/0947-8396",,"","","","",""
"Applied Physics B: Lasers and Optics","0946-2171","1432-0649",1997-01-01,65,,,,,"http://www.springerlink.com/content/0946-2171",,"","","","",""
"Applied Psychophysiology and Biofeedback","1090-0586","1573-3270",1997-01-01,22,,,,,"http://www.springerlink.com/content/1090-0586",,"","","","",""
"Applied Research in Quality of Life","1871-2584","1871-2576",2006-01-01,1,,,,,"http://www.springerlink.com/content/1871-2584",,"","","","",""
"Applied Spatial Analysis and Policy","1874-463X","1874-4621",2008-01-01,1,,,,,"http://www.springerlink.com/content/1874-463X",,"","","","",""
"Aquaculture International","0967-6120","1573-143X",1997-01-01,5,,,,,"http://www.springerlink.com/content/0967-6120",,"","","","",""
"Aquatic Ecology","1386-2588","1573-5125",1997-01-01,31,,,,,"http://www.springerlink.com/content/1386-2588",,"","","","",""
"Aquatic Geochemistry","1380-6165","1573-1421",1997-01-01,3,,,,,"http://www.springerlink.com/content/1380-6165",,"","","","",""
"Aquatic Sciences - Research Across Boundaries","1015-1621","1420-9055",1997-01-01,59,,,,,"http://www.springerlink.com/content/1015-1621",,"","","","",""
"Arabian Journal of Geosciences","1866-7511","1866-7538",2008-01-01,1,,,,,"http://www.springerlink.com/content/1866-7511",,"","","","",""
"Archiv der Mathematik","0003-889X","1420-8938",1997-01-01,68,,,,,"http://www.springerlink.com/content/0003-889X",,"","","","",""
"Archival Science","1389-0166","1573-7519",2001-01-01,1,,,,,"http://www.springerlink.com/content/1389-0166",,"","","","",""
"Archive for History of Exact Sciences","0003-9519","1432-0657",1997-01-01,52,,,,,"http://www.springerlink.com/content/0003-9519",,"","","","",""
"Archive for Mathematical Logic","0933-5846","1432-0665",1997-01-01,36,,,,,"http://www.springerlink.com/content/0933-5846",,"","","","",""
"Archive for Rational Mechanics and Analysis","0003-9527","1432-0673",1997-01-01,137,,,,,"http://www.springerlink.com/content/0003-9527",,"","","","",""
"Archive of Applied Mechanics","0939-1533","1432-0681",1997-01-01,67,,,,,"http://www.springerlink.com/content/0939-1533",,"","","","",""
"Archives of Dermatological Research","0340-3696","1432-069X",1997-01-01,289,,,,,"http://www.springerlink.com/content/0340-3696",,"","","","",""
"Archives of Environmental Contamination and Toxicology","0090-4341","1432-0703",1997-01-01,32,,,,,"http://www.springerlink.com/content/0090-4341",,"","","","",""
"Archives of Gynecology and Obstetrics","0932-0067","1432-0711",1997-01-01,260,,,,,"http://www.springerlink.com/content/0932-0067",,"","","","",""
"Archives of Microbiology","0302-8933","1432-072X",1997-01-01,167,,,,,"http://www.springerlink.com/content/0302-8933",,"","","","",""
"Archives of Orthopaedic and Trauma Surgery","0936-8051","1434-3916",1997-01-01,116,,,,,"http://www.springerlink.com/content/0936-8051",,"","","","",""
"Archives of Sexual Behavior","0004-0002","1573-2800",1997-01-01,26,,,,,"http://www.springerlink.com/content/0004-0002",,"","","","",""
"Archives of Toxicology","0340-5761","1432-0738",1997-01-01,71,,,,,"http://www.springerlink.com/content/0340-5761",,"","","","",""
"Archives of Virology","0304-8608","1432-8798",1997-01-01,142,,,,,"http://www.springerlink.com/content/0304-8608",,"","","","",""
"Archives of Women's Mental Health","1434-1816","1435-1102",1998-01-01,1,,,,,"http://www.springerlink.com/content/1434-1816",,"","","","",""
"Archivio di Ortopedia e Reumatologia","0390-7368","1592-7113",2008-01-01,119,,,,,"http://www.springerlink.com/content/0390-7368",,"","","","",""
"Argumentation","0920-427X","1572-8374",1997-01-01,11,,,,,"http://www.springerlink.com/content/0920-427X",,"","","","",""
"Arid Ecosystems","2079-0961","2079-0988",2011-01-01,1,,,,,"http://www.springerlink.com/content/2079-0961/",,"","","","",""
"Arthropod-Plant Interactions","1872-8855","1872-8847",2007-01-01,1,,,,,"http://www.springerlink.com/content/1872-8855",,"","","","",""
"Arthroskopie","0933-7946","1434-3924",1997-01-01,10,,,,,"http://www.springerlink.com/content/0933-7946",,"","","","",""
"Artificial Intelligence and Law","0924-8463","1572-8382",1997-01-01,5,,,,,"http://www.springerlink.com/content/0924-8463",,"","","","",""
"Artificial Intelligence Review","0269-2821","1573-7462",1997-01-01,11,,,,,"http://www.springerlink.com/content/0269-2821",,"","","","",""
"Artificial Life and Robotics","1433-5298","1614-7456",1997-01-01,1,,,,,"http://www.springerlink.com/content/1433-5298",,"","","","",""
"Asia Europe Journal","1610-2932","1612-1031",2003-01-01,1,,,,,"http://www.springerlink.com/content/1610-2932",,"","","","",""
"Asia Pacific Journal of Management","0217-4561","1572-9958",1997-01-01,14,,,,,"http://www.springerlink.com/content/0217-4561",,"","","","",""
"Asian Journal of Business Ethics","2210-6723","2210-6731",2012-01-01,1,1,,,,"http://www.springerlink.com/content/2210-6723/",,"","","","",""
"Asian Journal of Criminology","1871-0131","1871-014X",2006-01-01,1,,,,,"http://www.springerlink.com/content/1871-0131",,"","","","",""
"Asia-Pacific Financial Markets","1387-2834","1573-6946",1997-01-01,4,,,,,"http://www.springerlink.com/content/1387-2834",,"","","","",""
"AStA Advances in Statistical Analysis","1863-8171","1863-818X",2007-01-01,91,,,,,"http://www.springerlink.com/content/1863-8171",,"","","","",""
"AStA Wirtschafts- und Sozialstatistisches Archiv","1863-8155","1863-8163",2007-01-01,1,,,,,"http://www.springerlink.com/content/1863-8155",,"","","","",""
"Astronomy and Astrophysics Review","0935-4956","1432-0754",1997-01-01,8,,,,,"http://www.springerlink.com/content/0935-4956",,"","","","",""
"Astrophysics","0571-7256","1573-8191",1997-01-01,40,,,,,"http://www.springerlink.com/content/0571-7256",,"","","","",""
"Astrophysics and Space Science","0004-640X","1572-946X",1997-01-01,247,,,,,"http://www.springerlink.com/content/0004-640X",,"","","","",""
"Atlantic Economic Journal","0197-4254","1573-9678",1997-01-01,25,,,,,"http://www.springerlink.com/content/0197-4254",,"","","","",""
"Atomic Energy","1063-4258","1573-8205",1997-01-01,82,,,,,"http://www.springerlink.com/content/1063-4258",,"","","","",""
"Autoimmunity Highlights","2038-0305","2038-3274",2010-01-01,1,,,,,"http://www.springerlink.com/content/2038-0305",,"","","","",""
"Automated Software Engineering","0928-8910","1573-7535",1997-01-01,4,,,,,"http://www.springerlink.com/content/0928-8910",,"","","","",""
"Automation and Remote Control","0005-1179","1608-3032",1997-01-01,58,,,,,"http://www.springerlink.com/content/0005-1179",,"","","","",""
"Autonomous Agents and Multi-Agent Systems","1387-2532","1573-7454",1998-01-01,1,,,,,"http://www.springerlink.com/content/1387-2532",,"","","","",""
"Autonomous Robots","0929-5593","1573-7527",1997-01-01,4,,,,,"http://www.springerlink.com/content/0929-5593",,"","","","",""
"Axiomathes","1122-1151","1572-8390",1997-01-01,8,,,,,"http://www.springerlink.com/content/1122-1151",,"","","","",""
"Basic Research in Cardiology","0300-8428","1435-1803",1997-01-01,92,,,,,"http://www.springerlink.com/content/0300-8428",,"","","","",""
"Baurechtliche Blätter: bbl","1434-1832","1613-7612",2007-01-01,10,,,,,"http://www.springerlink.com/content/1434-1832",,"","","","",""
"Behavior Genetics","0001-8244","1573-3297",1997-01-01,27,,,,,"http://www.springerlink.com/content/0001-8244",,"","","","",""
"Behavioral Ecology and Sociobiology","0340-5443","1432-0762",1997-01-01,40,,,,,"http://www.springerlink.com/content/0340-5443",,"","","","",""
"Best Practice Onkologie","0946-4565","1862-8559",2006-01-01,1,,,,,"http://www.springerlink.com/content/0946-4565",,"","","","",""
"BHM Berg- und Hüttenmännische Monatshefte","0005-8912","1613-7531",2005-01-01,150,,,,,"http://www.springerlink.com/content/0005-8912",,"","","","",""
"Bioanalytical Reviews","1867-2086","1867-2094",2009-01-01,1,,,,,"http://www.springerlink.com/content/1867-2086",,"","","","",""
"Biochemical Genetics","0006-2928","1573-4927",1997-01-01,35,,,,,"http://www.springerlink.com/content/0006-2928",,"","","","",""
"Biochemistry (Moscow)","0006-2979","1608-3040",1997-01-01,62,,,,,"http://www.springerlink.com/content/0006-2979",,"","","","",""
"BioControl","1386-6141","1573-8248",1997-01-01,43,,,,,"http://www.springerlink.com/content/1386-6141",,"","","","",""
"Biodegradation","0923-9820","1572-9729",1997-01-01,8,,,,,"http://www.springerlink.com/content/0923-9820",,"","","","",""
"Biodiversity and Conservation","0960-3115","1572-9710",1997-01-01,6,,,,,"http://www.springerlink.com/content/0960-3115",,"","","","",""
"BioEnergy Research","1939-1234","1939-1242",2008-01-01,1,,,,,"http://www.springerlink.com/content/1939-1234",,"","","","",""
"Biogeochemistry","0168-2563","1573-515X",1997-01-01,36,,,,,"http://www.springerlink.com/content/0168-2563",,"","","","",""
"Biogerontology","1389-5729","1573-6768",2000-01-01,1,,,,,"http://www.springerlink.com/content/1389-5729",,"","","","",""
"Biologia Plantarum","0006-3134","1573-8264",1997-01-01,39,,,,,"http://www.springerlink.com/content/0006-3134",,"","","","",""
"Biological Cybernetics","0340-1200","1432-0770",1997-01-01,76,,,,,"http://www.springerlink.com/content/0340-1200",,"","","","",""
"Biological Invasions","1387-3547","1573-1464",1999-01-01,1,,,,,"http://www.springerlink.com/content/1387-3547",,"","","","",""
"Biology and Fertility of Soils","0178-2762","1432-0789",1997-01-01,42,,,,,"http://www.springerlink.com/content/0178-2762",,"","","","",""
"Biology and Philosophy","0169-3867","1572-8404",1997-01-01,12,,,,,"http://www.springerlink.com/content/0169-3867",,"","","","",""
"Biology Bulletin","1062-3590","1608-3059",1997-01-01,24,,,,,"http://www.springerlink.com/content/1062-3590",,"","","","",""
"Biology Bulletin Reviews","2079-0864","2079-0872",2011-01-01,1,,,,,"http://www.springerlink.com/content/2079-0864/",,"","","","",""
"Biomass Conversion and Biorefinery","2190-6815","2190-6823",2011-01-01,1,,,,,"http://www.springerlink.com/content/2190-6815/",,"","","","",""
"Biomechanics and Modeling in Mechanobiology","1617-7959","1617-7940",2002-01-01,1,,,,,"http://www.springerlink.com/content/1617-7959",,"","","","",""
"Biomedical Engineering","0006-3398","1573-8256",1997-01-01,31,,,,,"http://www.springerlink.com/content/0006-3398",,"","","","",""
"Biomedical Microdevices","1387-2176","1572-8781",1998-01-01,1,,,,,"http://www.springerlink.com/content/1387-2176",,"","","","",""
"BioMetals","0966-0844","1572-8773",1997-01-01,10,,,,,"http://www.springerlink.com/content/0966-0844",,"","","","",""
"Biomolecular NMR Assignments","1874-2718","1874-270X",2007-01-01,1,,,,,"http://www.springerlink.com/content/1874-2718",,"","","","",""
"BioNanoScience","2191-1630","2191-1649",2011-01-01,1,1,,,,"http://www.springerlink.com/content/2191-1630",,"","","","",""
"Biophysical Reviews","1867-2450","1867-2469",2009-01-01,1,,,,,"http://www.springerlink.com/content/1867-2450",,"","","","",""
"Bioprocess and Biosystems Engineering","1615-7591","1615-7605",1997-01-01,16,,,,,"http://www.springerlink.com/content/1615-7591",,"","","","",""
"Biosemiotics","1875-1342","1875-1350",2008-01-01,1,,,,,"http://www.springerlink.com/content/1875-1342",,"","","","",""
"Biotechnology Letters","0141-5492","1573-6776",1997-01-01,19,,,,,"http://www.springerlink.com/content/0141-5492",,"","","","",""
"BIT Numerical Mathematics","0006-3835","1572-9125",1997-01-01,37,,,,,"http://www.springerlink.com/content/0006-3835",,"","","","",""
"Boundary-Layer Meteorology","0006-8314","1573-1472",1997-01-01,82,,,,,"http://www.springerlink.com/content/0006-8314",,"","","","",""
"Brain Imaging and Behavior","1931-7557","1931-7565",2007-01-01,1,,,,,"http://www.springerlink.com/content/1931-7557",,"","","","",""
"Brain Structure and Function","1863-2653","1863-2661",2007-01-01,212,,,,,"http://www.springerlink.com/content/1863-2653",,"","","","",""
"Brain Topography","0896-0267","1573-6792",1997-01-01,10,,,,,"http://www.springerlink.com/content/0896-0267",,"","","","",""
"Brain Tumor Pathology","1433-7398","1861-387X",1997-01-01,14,,,,,"http://www.springerlink.com/content/1433-7398",,"","","","",""
"Breast Cancer Research and Treatment","0167-6806","1573-7217",1997-01-01,42,,,,,"http://www.springerlink.com/content/0167-6806",,"","","","",""
"Building Simulation","1996-3599","1996-8744",2008-01-01,1,,,,,"http://www.springerlink.com/content/1996-3599",,"","","","",""
"Bulletin of Earthquake Engineering","1570-761X","1573-1456",2003-01-01,1,,,,,"http://www.springerlink.com/content/1570-761X",,"","","","",""
"Bulletin of Engineering Geology and the Environment","1435-9529","1435-9537",1997-01-01,55,,,,,"http://www.springerlink.com/content/1435-9529",,"","","","",""
"Bulletin of Environmental Contamination and Toxicology","0007-4861","1432-0800",1997-01-01,58,,,,,"http://www.springerlink.com/content/0007-4861",,"","","","",""
"Bulletin of Experimental Biology and Medicine","0007-4888","1573-8221",1997-01-01,123,,,,,"http://www.springerlink.com/content/0007-4888",,"","","","",""
"Bulletin of the Brazilian Mathematical Society","1678-7544","1678-7714",1997-01-01,28,,,,,"http://www.springerlink.com/content/1678-7544",,"","","","",""
"Bulletin of Volcanology","0258-8900","1432-0819",1997-01-01,59,,,,,"http://www.springerlink.com/content/0258-8900",,"","","","",""
"Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz","1436-9990","1437-1588",1997-01-01,40,,,,,"http://www.springerlink.com/content/1436-9990",,"","","","",""
"Business & Information Systems Engineering","","1867-0202",2009-01-01,1,,,,,"http://www.springerlink.com/content/1867-0202",,"","","","",""
"Calcified Tissue International","0171-967X","1432-0827",1997-01-01,60,,,,,"http://www.springerlink.com/content/0171-967X",,"","","","",""
"Calcolo","0008-0624","1126-5434",1998-01-01,35,,,,,"http://www.springerlink.com/content/0008-0624",,"","","","",""
"Calculus of Variations and Partial Differential Equations","0944-2669","1432-0835",1997-01-01,5,,,,,"http://www.springerlink.com/content/0944-2669",,"","","","",""
"Cancer and Metastasis Reviews","0167-7659","1573-7233",1997-01-01,16,,,,,"http://www.springerlink.com/content/0167-7659",,"","","","",""
"Cancer Causes and Control","0957-5243","1573-7225",1997-01-01,8,,,,,"http://www.springerlink.com/content/0957-5243",,"","","","",""
"Cancer Chemotherapy and Pharmacology","0344-5704","1432-0843",1997-01-01,39,,,,,"http://www.springerlink.com/content/0344-5704",,"","","","",""
"Cancer Immunology, Immunotherapy","0340-7004","1432-0851",1997-01-01,44,,,,,"http://www.springerlink.com/content/0340-7004",,"","","","",""
"Cancer Nanotechnology","1868-6958","1868-6966",2011-01-01,1,,,,,"http://www.springerlink.com/content/1868-6958",,"","","","",""
"CardioVascular and Interventional Radiology","0174-1551","1432-086X",1997-01-01,20,,,,,"http://www.springerlink.com/content/0174-1551",,"","","","",""
"Cardiovascular Drugs and Therapy","0920-3206","1573-7241",1997-01-01,11,,,,,"http://www.springerlink.com/content/0920-3206",,"","","","",""
"Cardiovascular Engineering and Technology","1869-408X","1869-4098",2010-01-01,1,,,,,"http://www.springerlink.com/content/1869-408X",,"","","","",""
"Catalysis in Industry","2070-0504","2070-0555",2009-01-01,1,,,,,"http://www.springerlink.com/content/2070-0504",,"","","","",""
"Catalysis Letters","1011-372X","1572-879X",1997-01-01,43,,,,,"http://www.springerlink.com/content/1011-372X",,"","","","",""
"Catalysis Surveys from Asia","1571-1013","1574-9266",2003-01-01,7,,,,,"http://www.springerlink.com/content/1571-1013",,"","","","",""
"CEAS Aeronautical Journal","1869-5582","1869-5590",2011-01-01,1,,,,,"http://www.springerlink.com/content/1869-5582",,"","","","",""
"CEAS Space Journal","1868-2502","1868-2510",2011-01-01,1,,,,,"http://www.springerlink.com/content/1868-2502",,"","","","",""
"Celestial Mechanics and Dynamical Astronomy","0923-2958","1572-9478",1997-01-01,67,,,,,"http://www.springerlink.com/content/0923-2958",,"","","","",""
"Cell and Tissue Banking","1389-9333","1573-6814",2000-01-01,1,,,,,"http://www.springerlink.com/content/1389-9333",,"","","","",""
"Cell and Tissue Biology","1990-519X","1990-5203",2007-01-01,1,,,,,"http://www.springerlink.com/content/1990-519X",,"","","","",""
"Cell and Tissue Research","0302-766X","1432-0878",1997-01-01,287,,,,,"http://www.springerlink.com/content/0302-766X",,"","","","",""
"Cell Biology and Toxicology","0742-2091","1573-6822",1997-01-01,13,,,,,"http://www.springerlink.com/content/0742-2091",,"","","","",""
"Cellular and Molecular Bioengineering","1865-5025","1865-5033",2008-01-01,1,,,,,"http://www.springerlink.com/content/1865-5025",,"","","","",""
"Cellular and Molecular Life Sciences","1420-682X","1420-9071",1997-01-01,53,,,,,"http://www.springerlink.com/content/1420-682X",,"","","","",""
"Cellular and Molecular Neurobiology","0272-4340","1573-6830",1997-01-01,17,,,,,"http://www.springerlink.com/content/0272-4340",,"","","","",""
"Cellulose","0969-0239","1572-882X",1997-01-01,4,,,,,"http://www.springerlink.com/content/0969-0239",,"","","","",""
"CEN Case Reports","","2192-4449",2011-01-01,1,1,,,,"http://www.springerlink.com/content/2192-4449",,"","","","",""
"Central European Journal of Computer Science","1896-1533","2081-9935",2011-01-01,1,,,,,"http://www.springerlink.com/content/1896-1533/",,"","","","",""
"Central European Journal of Engineering","1896-1541","2081-9927",2011-01-01,1,,,,,"http://www.springerlink.com/content/1896-1541/",,"","","","",""
"Central European Journal of Operations Research","1435-246X","1613-9178",2006-01-01,14,,,,,"http://www.springerlink.com/content/1435-246X",,"","","","",""
"Chemical and Petroleum Engineering","0009-2355","1573-8329",1997-01-01,33,,,,,"http://www.springerlink.com/content/0009-2355",,"","","","",""
"Chemistry and Technology of Fuels and Oils","0009-3092","1573-8310",1997-01-01,33,,,,,"http://www.springerlink.com/content/0009-3092",,"","","","",""
"Chemistry of Heterocyclic Compounds","0009-3122","1573-8353",1997-01-01,33,,,,,"http://www.springerlink.com/content/0009-3122",,"","","","",""
"Chemistry of Natural Compounds","0009-3130","1573-8388",1997-01-01,33,,,,,"http://www.springerlink.com/content/0009-3130",,"","","","",""
"Chemoecology","0937-7409","1423-0445",1998-01-01,8,,,,,"http://www.springerlink.com/content/0937-7409",,"","","","",""
"Chemosensory Perception","1936-5802","1936-5810",2008-01-01,1,,,,,"http://www.springerlink.com/content/1936-5802",,"","","","",""
