publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name
"Transactions of the Royal Historical Society","0080-4401","1474-0648",1872-01-01,1,,,,,"http://journals.cambridge.org/jid_RHT",,"","","fulltext","",""
"English Today","0266-0784","1474-0567",1985-01-01,1,1,,,,"http://journals.cambridge.org/jid_ENG",,"","","fulltext","",""
"Bulletin of the School of Oriental and African Studies","0041-977X","1474-0699",1917-01-01,1,1,,,,"http://journals.cambridge.org/jid_BSO",,"","","fulltext","",""
"European Review","1062-7987","1474-0575",1993-01-01,1,1,,,,"http://journals.cambridge.org/jid_ERW",,"","","fulltext","",""
"Journal of Southeast Asian Studies","0022-4634","1474-0680",1970-01-01,1,1,,,,"http://journals.cambridge.org/action/displayMoreInfo?jid=SEA",,"","","fulltext","",""
"American Political Science Review","0003-0554","1537-5943",2001-01-03,95,1,,,,"http://journals.cambridge.org/jid_PSR",,"","","fulltext","",""
"arq: Architectural Research Quarterly","1359-1355","1474-0516",1995-01-01,1,1,,,,"http://journals.cambridge.org/jid_ARQ",,"","","fulltext","",""
"PS: Political Science & Politics","1049-0965","1537-5935",2001-01-03,34,1,,,,"http://journals.cambridge.org/jid_PSC",,"","","fulltext","",""
"The British Journal for the History of Science","0007-0874","1474-001X",1962-01-01,1,1,,,,"http://journals.cambridge.org/jid_BJH",,"","","fulltext","",""
"The China Quarterly","0305-7410","1468-2648",1960-01-01,1,,,,,"http://journals.cambridge.org/jid_CQY",,"","","fulltext","",""
"The Journal of Economic History","0022-0507","1471-6372",1941-01-01,1,1,,,,"http://journals.cambridge.org/jid_JEH",,"","","fulltext","",""
"Theatre Research International","0307-8833","1474-0672",1975-01-01,1,1,,,,"http://journals.cambridge.org/jid_TRI",,"","","fulltext","",""
"Greece & Rome","0017-3835","1477-4550",1931-01-01,1,1,,,,"http://journals.cambridge.org/jid_GAR",,"","","fulltext","Subscription include a supplement 'New Surveys in the Classics' (books) (pending query, if applicable to NESLI2 customers)",""
"Journal of African Law","0021-8553","1464-3731",1957-01-01,1,1,,,,"http://journals.cambridge.org/jid_JAL",,"","","fulltext","",""
"Journal of the Royal Asiatic Society","1356-1863","1474-0591",1834-01-01,1,1,,,,"http://journals.cambridge.org/action/displayJournal?jid=jra",,"","","fulltext","Missing from the archive 1885 vol 17 iss 4",""
"European Journal of Sociology / Archives Européennes de Sociologie","0003-9756","1474-0583",1960-01-01,1,1,,,,"http://journals.cambridge.org/jid_EUR",,"","","fulltext","",""
"Journal of the International Phonetic Association","0025-1003","1475-3502",1971-01-01,1,1,,,,"http://journals.cambridge.org/action/displayJournal?jid=IPA",,"","","fulltext","",""
"Science in Context","0269-8897","1474-0664",1987-01-01,1,1,,,,"http://journals.cambridge.org/jid_SIC",,"","","fulltext","",""
"The Classical Quarterly","0009-8388","1471-6844",1907-01-01,1,1,,,,"http://journals.cambridge.org/jid_CAQ",,"","","fulltext","",""
"Early Music History","0261-1279","1474-0559",1981-01-01,1,,,,,"http://journals.cambridge.org/jid_EMH",,"","","fulltext","",""
"Anglo-Saxon England","0263-6751","1474-0532",1972-01-01,1,1,,,,"http://journals.cambridge.org/jid_ASE",,"","","fulltext","",""
"Harvard Theological Review","0017-8160","1475-4517",1908-01-01,1,1,,,,"http://journals.cambridge.org/jid_HTR",,"","","fulltext","",""
"Language Teaching","0261-4448","1475-3049",1968-01-01,1,1,,,,"http://journals.cambridge.org/jid_LTA",,"","","fulltext","",""
"Social Philosophy and Policy","0265-0525","1471-6437",1983-01-01,1,1,,,,"http://journals.cambridge.org/jid_SOY",,"","","fulltext","",""
"Social Policy and Society","1474-7464","1475-3073",2002-01-01,1,1,,,,"http://journals.cambridge.org/jid_SPS",,"","","fulltext","",""
"New Theatre Quarterly","0266-464X","1474-0613",1985-01-01,1,1,,,,"http://journals.cambridge.org/jid_NTQ",,"","","fulltext","",""
"Scottish Journal of Theology","0036-9306","1475-3065",1940-01-01,1,1,,,,"http://journals.cambridge.org/jid_SJT",,"","","fulltext","",""
"Journal of Pension Economics and Finance","1474-7472","1475-3022",2002-01-03,1,1,,,,"http://journals.cambridge.org/jid_PEF",,"","","fulltext","",""
"World Trade Review","1474-7456","1475-3138",2002-01-03,1,1,,,,"http://journals.cambridge.org/jid_WTR",,"","","fulltext","",""
"AJS Review","0364-0094","1475-4541",1976-01-01,1,1,,,,"http://journals.cambridge.org/jid_AJS",,"","","fulltext","",""
"Rural History","0956-7933","1474-0656",1990-01-01,1,1,,,,"http://journals.cambridge.org/jid_RUH",,"","","fulltext","",""
"Polar Record","0032-2474","1475-3057",1931-01-01,1,1,,,,"http://journals.cambridge.org/jid_POL",,"","","fulltext","",""
"Tempo","0040-2982","1478-2286",1939-01-01,,1,,,,"http://journals.cambridge.org/jid_TEM",,"","","fulltext","",""
"The Journal of the Gilded Age and Progressive Era","1537-7814","1943-3557",2002-01-01,1,1,,,,"http://journals.cambridge.org/jid_JGA",,"","","fulltext","",""
"Perspectives on Politics","1537-5927","1541-0986",2003-01-03,1,1,,,,"http://journals.cambridge.org/jid_PPS",,"","","fulltext","",""
"Nordic Journal of Linguistics","0332-5865","1502-4717",1978-01-01,1,1,,,,"http://journals.cambridge.org/jid_NJL",,"","","fulltext","",""
"European Business Organization Law Review (EBOR)","1566-7529","1741-6205",2000-01-01,1,1,,,,"http://journals.cambridge.org/jid_EBR",,"","","fulltext","",""
"Archaeological Dialogues","1380-2038","1478-2294",1994-01-01,1,1,,,,"http://journals.cambridge.org/jid_ARD",,"","","fulltext","",""
"The International Journal of Asian Studies","1479-5914","1479-5922",2004-01-01,1,1,,,,"http://journals.cambridge.org/ASI",,"","","fulltext","",""
"The Journal of Asian Studies","0021-9118","1752-0401",1941-01-11,1,1,,,,"http://journals.cambridge.org/jid_JAS",,"","","fulltext","",""
"Du Bois Review: Social Science Research on Race","1742-058X","1742-0598",2004-01-03,1,1,,,,"http://journals.cambridge.org/jid_DBR",,"","","fulltext","",""
"Eighteenth-Century Music","1478-5706","1478-5714",2004-01-03,1,1,,,,"http://journals.cambridge.org/jid_ECM",,"","","fulltext","",""
"Journal of Financial and Quantitative Analysis","0022-1090","1756-6916",1966-01-01,1,1,,,,"http://journals.cambridge.org/jid_JFQ",,"","","fulltext","",""
"Legal Information Management","1472-6696","1741-2021",2001-01-01,1,1,,,,"http://journals.cambridge.org/jid_LIM",,"","","fulltext","",""
"twentieth-century music","1478-5722","1478-5730",2004-01-03,1,1,,,,"http://journals.cambridge.org/jid_TCM",,"","","fulltext","Free content from 1998 vol 1 iss 1 - 2011 vol 14 iss 6",""
"Utilitas","0953-8208","1741-6183",1989-01-01,1,1,,,,"http://journals.cambridge.org/jid_UTI",,"","","fulltext","",""
"Modern Intellectual History","1479-2443","1479-2451",2004-01-04,1,1,,,,"http://journals.cambridge.org/jid_MIH",,"","","fulltext","",""
"Nineteenth-Century Music Review","1479-4098","2044-8414",2004-01-06,1,,,,,"http://journals.cambridge.org/jid_NCM",,"","","fulltext","",""
"Netherlands Yearbook of International Law","0167-6768","1574-0951",1970-01-01,1,,,,,"http://journals.cambridge.org/jid_NYL",,"","","fulltext","",""
"Yearbook of International Humanitarian Law","1389-1359","1574-096X",1998-01-01,1,,,,,"http://journals.cambridge.org/jid_YHL",,"","","fulltext","",""
"Austrian History Yearbook","0067-2378","1558-5255",1965-01-01,1,1,,,,"http://journals.cambridge.org/jid_AHY",,"","","fulltext","",""
"European Constitutional Law Review (EuConst)","1574-0196","1744-5515",2005-01-01,1,1,,,,"http://journals.cambridge.org/jid_ECL",,"","","fulltext","",""
"Speculum","0038-7134","2040-8072",1926-01-01,1,1,,,,"http://journals.cambridge.org/jid_SPC",,"","","fulltext","",""
"Foreign Policy Bulletin","1052-7036","1745-1302",1990-01-01,1,1,2014-07-12,22,4,"http://journals.cambridge.org/jid_FPB",,"","","fulltext","",""
"Dialogue: Canadian Philosophical Review/Revue canadienne de philosophie","0012-2173","1759-0949",,1,1,,,,"http://journals.cambridge.org/jid_DIA",,"","","fulltext","",""
"International Journal of Law in Context","1744-5523","1744-5531",2005-01-03,1,1,,,,"http://journals.cambridge.org/jid_IJC",,"","","fulltext","",""
"Law and History Review","0738-2480","1939-9022",1983-01-01,1,1,,,,"http://journals.cambridge.org/jid_LHR",,"","","fulltext","",""
"Politics & Gender","1743-923X","1743-9248",2005-01-03,1,1,,,,"http://journals.cambridge.org/jid_PAG",,"","","fulltext","",""
"Journal of Institutional Economics","1744-1374","1744-1382",2005-01-06,1,1,,,,"http://journals.cambridge.org/jid_JOI",,"","","fulltext","",""
"Britannia","0068-113X","1753-5352",1970-01-01,1,1,,,,"http://journals.cambridge.org/jid_BRI",,"","","fulltext","",""
"The Journal of Roman Studies","0075-4358","1753-528X",1911-01-01,1,,,,,"http://journals.cambridge.org/jid_JRS",,"","","fulltext","",""
"Health Economics, Policy and Law","1744-1331","1744-134X",2006-01-01,1,1,,,,"http://journals.cambridge.org/jid_HEP",,"","","fulltext","",""
"Revista de Historia Económica","0212-6109","2041-3335",1983-01-01,1,1,,,,"http://journals.cambridge.org/jid_RHE",,"","","fulltext","",""
"The Review of Politics","0034-6705","1748-6858",1939-01-01,1,1,,,,"http://journals.cambridge.org/jid_ROP",,"","","fulltext","Missing from the archive vol 58 iss 1 and vol 61 iss 2",""
"Ethics & International Affairs","0892-6794","1747-7093",1987-01-01,1,,,,,"http://journals.cambridge.org/jid_EIA",,"","","fulltext","",""
"International Review of the Red Cross","1816-3831","1607-5889",2005-01-01,87,,,,,"http://journals.cambridge.org/jid_IRC",,"","","fulltext","formerly Revue Internationale de la Croix-Rouge - International Review of the Red Cross ISSN 1560-7755",""
"Journal of Global History","1740-0228","1740-0236",2006-01-03,1,1,,,,"http://journals.cambridge.org/jid_JGH",,"","","fulltext","",""
"Kantian Review","1396-4154","2044-2394",1997-01-01,1,,,,,"http://journals.cambridge.org/jid_KRV",,"","","fulltext","",""
"Annals of Actuarial Science","1748-4995","1748-5002",2006-01-03,1,1,,,,"http://journals.cambridge.org/jid_AAS",,"","","fulltext","",""
"The Antiquaries Journal","0003-5815","1758-5309",1921-01-01,1,1,,,,"http://journals.cambridge.org/jid_ANT",,"","","fulltext","",""
"Ecclesiastical Law Journal","0956-618X","1751-8539",,1,1,,,,"http://journals.cambridge.org/jid_ELJ",,"","","fulltext","",""
"Journal of the Society for American Music","1752-1963","1752-1971",2007-01-02,1,1,,,,"http://journals.cambridge.org/action/displayJournal?jid=SAM",,"","","fulltext","",""
"Africa Bibliography","0266-6731","1757-1642",1985-01-01,1984,,,,,"http://journals.cambridge.org/jid_AFB",,"","","fulltext","",""
"Itinerario","0165-1153","2041-2827",1977-01-01,1,1,,,,"http://journals.cambridge.org/jid_ITI",,"","","fulltext","",""
"The Journal of Hellenic Studies","0075-4269","2041-4099",1995-01-01,115,,,,,"http://journals.cambridge.org/jid_JHS",,"","","fulltext","",""
"Think ","1477-1756","1755-1196",2002-01-01,1,1,,,,"http://journals.cambridge.org/jid_THI",,"","","fulltext","",""
"Politics and Religion","1755-0483","1755-0491",2008-01-04,1,1,,,,"http://journals.cambridge.org/jid_RAP",,"","","fulltext","",""
"Journal of Anglican Studies","1740-3553","1745-5278",2003-01-01,1,1,,,,"http://journals.cambridge.org/jid_AST",,"","","fulltext","",""
"Annual of the British School at Athens","0068-2454","2045-2403",2008-01-11,103,,,,,"http://journals.cambridge.org/jid_ATH",,"","","fulltext","",""
"Business History Review","0007-6805","2044-768X",1926-01-01,1,1,,,,"http://journals.cambridge.org/jid_BHR",,"","","fulltext","",""
"European Political Science Review","1755-7739","1755-7747",2009-01-03,1,1,,,,"http://journals.cambridge.org/jid_EPR",,"","","fulltext","",""
"Hague Journal on the Rule of Law","1876-4045","1876-4053",2009-01-03,1,1,,,,"http://journals.cambridge.org/jid_ROL",,"","","fulltext","",""
"International Theory","1752-9719","1752-9727",2009-01-03,1,1,,,,"http://journals.cambridge.org/jid_INT",,"","","fulltext","",""
"Asian Journal of International Law","2044-2513","2044-2521",,1,1,,,,"http://journals.cambridge.org/jid_AJL",,"","","fulltext","",""
"Acta Numerica","0962-4929","1474-0508",2000-01-01,9,,,,,"http://journals.cambridge.org/jid_ANU",,"","","fulltext","",""
"AI EDAM","0890-0604","1469-1760",1987-01-01,1,1,,,,"http://journals.cambridge.org/jid_AIE",,"","","fulltext","",""
"Behavioral and Brain Sciences","0140-525X","1469-1825",1978-01-01,1,1,,,,"http://journals.cambridge.org/jid_BBS",,"","","fulltext","",""
"Behavioural and Cognitive Psychotherapy","1352-4658","1469-1833",1975-01-01,3,1,,,,"http://journals.cambridge.org/jid_BCP",,"","","fulltext","",""
"British Journal of Anaesthetic and Recovery Nursing","1742-6456","1744-2192",2000-01-01,1,1,,,,"http://journals.cambridge.org/jid_ARN",,"","","fulltext","",""
"British Journal of Nutrition","0007-1145","1475-2662",1947-01-01,1,1,,,,"http://journals.cambridge.org/jid_BJN",,"","","fulltext","Free access to archives from 1947 vol 1 iss 1 to 2012 vol 107 iss 5",""
"Bulletin of Entomological Research","0007-4853","1475-2670",1910-01-01,1,1,,,,"http://journals.cambridge.org/jid_BER",,"","","fulltext","",""
"Bulletin of the Australian Mathematical Society","0004-9727","1755-1633",1969-01-01,1,1,,,,"http://journals.cambridge.org/jid_BAZ",,"","","fulltext","Free access to archives from 1969 vol 1 iss 1 to 2008 vol 77 iss 1",""
"Cardiology in the Young","1047-9511","1467-1107",1991-01-01,1,1,,,,"http://journals.cambridge.org/jid_CTY",,"","","fulltext","",""
"Combinatorics, Probability and Computing","0963-5483","1469-2163",1992-01-01,1,1,,,,"http://journals.cambridge.org/jid_CPC",,"","","fulltext","",""
"Environmental Conservation","0376-8929","1469-4387",1974-01-01,1,1,,,,"http://journals.cambridge.org/jid_ENC",,"","","fulltext","",""
"Environmental Practice","1466-0466","1466-0474",1999-01-01,1,1,,,,"http://journals.cambridge.org/jid_ENP",,"","","fulltext","",""
"Epidemiology & Infection","0950-2688","1469-4409",1987-01-01,98,1,,,,"http://journals.cambridge.org/jid_HYG",,"","","fulltext","Formerly Journal of Hygiene",""
"Ergodic Theory and Dynamical Systems","0143-3857","1469-4417",1981-01-01,1,1,,,,"http://journals.cambridge.org/jid_ETS",,"","","fulltext","",""
"European Journal of Applied Mathematics","0956-7925","1469-4425",1990-01-01,1,1,,,,"http://journals.cambridge.org/jid_EJM",,"","","fulltext","",""
"Experimental Agriculture","0014-4797","1469-4441",1965-01-01,1,1,,,,"http://journals.cambridge.org/jid_EAG",,"","","fulltext","",""
"Fetal and Maternal Medicine Review","0965-5395","1469-5065",1989-01-01,1,1,,,,"http://journals.cambridge.org/jid_FMR",,"","","fulltext","",""
"Genetics Research","0016-6723","1469-5073",2008-01-01,90,1,,,,"http://journals.cambridge.org/jid_GRH",,"","","fulltext","Formerly Genetical Research (1960-2007)",""
"Geological Magazine","0016-7568","1469-5081",1864-01-01,1,1,,,,"http://journals.cambridge.org/jid_GEO",,"","","fulltext","",""
"Glasgow Mathematical Journal","0017-0895","1469-509X",1952-01-01,1,1,,,,"http://journals.cambridge.org/jid_GMJ",,"","","fulltext","",""
"Journal of Dairy Research","0022-0299","1469-7629",1929-01-01,1,1,,,,"http://journals.cambridge.org/jid_DAR",,"","","fulltext","",""
"Journal of Fluid Mechanics","0022-1120","1469-7645",1956-01-01,1,1,,,,"http://journals.cambridge.org/jid_FLM",,"","","fulltext","",""
"Journal of Functional Programming","0956-7968","1469-7653",1991-01-01,1,1,,,,"http://journals.cambridge.org/jid_JFP",,"","","fulltext","",""
"Journal of Helminthology","0022-149X","1475-2697",1923-01-01,1,1,,,,"http://journals.cambridge.org/jid_JHL",,"","","fulltext","Missing from the archive vol 26 iss 2, vol 26 iss 3",""
"Journal of Plasma Physics","0022-3778","1469-7807",1967-01-01,1,1,,,,"http://journals.cambridge.org/jid_PLA",,"","","fulltext","",""
"Journal of the Australian Mathematical Society","1446-7887","1446-8107",1959-01-01,1,1,,,,"http://journals.cambridge.org/action/displayJournal?jid=JAZ",,"","","fulltext","Free from 1959 vol 1 iss 1 - 2007 vol 83 iss 3",""
