publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name
"Informatica","0868-4952","1822-8844",2003-01-01,14,1,,,,"http://iospress.metapress.com/content/113362",,"","","","","IOS Press"
"Information Infrastructure and Policy","1383-7605","1875-8738",1998-01-01,6,1,2000-01-01,6,4,"http://iospress.metapress.com/content/103155",,"","","","","IOS Press"
"Information Polity","1570-1255","1875-8754",2002-01-01,7,1,,,,"http://iospress.metapress.com/content/300389",,"","","","","IOS Press"
"Information Services and Use","0167-5265","1875-8789",1998-01-01,18,1,,,,"http://iospress.metapress.com/content/103157",,"","","","","IOS Press"
"Integrated Computer-Aided Engineering","1069-2509","1875-8835",1998-01-01,5,1,,,,"http://iospress.metapress.com/content/103160",,"","","","","IOS Press"
"Intelligent Data Analysis","1088-467X","1571-4128",2000-01-01,4,1,,,,"http://iospress.metapress.com/content/103462",,"","","","","IOS Press"
"Intelligent Decision Technologies","1872-4981","1875-8843",2007-01-01,1,1,,,,"http://iospress.metapress.com/content/120767",,"","","","","IOS Press"
"International Journal of Applied Electromagnetics and Mechanics","1383-5416","1875-8800",1998-01-01,9,1,,,,"http://iospress.metapress.com/content/103161",,"","","","","IOS Press"
"International Journal of Artificial Intelligence in Education","1560-4292","1560-4306",2003-01-01,13,1,,,,"http://iospress.metapress.com/content/110564",,"","","","","IOS Press"
"International Journal of Hybrid Intelligent Systems","1448-5869","1875-8819",2004-01-01,1,1,,,,"http://iospress.metapress.com/content/112107",,"","","","","IOS Press"
"International Journal of Knowledge-Based and Intelligent Engineering Systems","1327-2314","1875-8827",2004-01-01,8,1,,,,"http://iospress.metapress.com/content/111164",,"","","","","IOS Press"
"International Journal of RF Technologies: Research and Applications","1754-5730","1754-5749",2009-01-01,1,1,,,,"http://iospress.metapress.com/content/121803",,"","","","","IOS Press"
"The International Journal of Risk and Safety in Medicine","0924-6479","1878-6847",1998-01-01,11,1,,,,"http://iospress.metapress.com/content/103162",,"","","","","IOS Press"
"International Shipbuilding Progress","0020-868X","1566-2829",2000-01-01,47,449,,,,"http://iospress.metapress.com/content/120116",,"","","","","IOS Press"
"Isokinetics and Exercise Science","0959-3020","1878-5913",1998-01-01,7,1,,,,"http://iospress.metapress.com/content/103163",,"","","","","IOS Press"
"Journal of Alzheimer's Disease","1387-2877","1875-8908",1998-01-01,1,1,,,,"http://iospress.metapress.com/content/105656",,"","","","","IOS Press"
"Journal of Ambient Intelligence and Smart Environments","1876-1364","1876-1372",2009-01-01,1,1,,,,"http://iospress.metapress.com/content/121240",,"","","","","IOS Press"
"Journal of Back and Musculoskeletal Rehabilitation","1053-8127","1878-6324",1999-01-01,12,1,,,,"http://iospress.metapress.com/content/103166",,"","","","","IOS Press"
"Journal of Berry Research","1878-5093","1878-5123",2010-01-01,1,1,,,,"http://iospress.metapress.com/content/121816",,"","","","","IOS Press"
"Journal of Computational Methods in Science and Engineering","1472-7978","1875-8983",2004-01-01,4,1,,,,"http://iospress.metapress.com/content/112108",,"","","","","IOS Press"
"Journal of Computer Security","0926-227X","1875-8924",1992-01-01,1,1,,,,"http://iospress.metapress.com/content/103167",,"","","","","IOS Press"
"Journal of E-Governance","1878-7673","1878-7681",2010-01-01,33,1,,,,"http://iospress.metapress.com/content/121667",,"","","","","IOS Press"
"Journal of Economic and Social Measurement","0747-9662","1875-8932",1998-01-01,24,1,,,,"http://iospress.metapress.com/content/103168",,"","","","","IOS Press"
"Journal of Embedded Computing","1740-4460","1875-9025",2005-01-01,1,1,,,,"http://iospress.metapress.com/content/113616",,"","","","","IOS Press"
"Journal of High Speed Networks","0926-6801","1875-8940",1997-01-01,6,4,,,,"http://iospress.metapress.com/content/103170",,"","","","","IOS Press"
"Journal of Integrated Design and Process Science","1092-0617","1875-8959",1999-01-01,3,1,2009-01-01,13,1,"http://iospress.metapress.com/content/300375",,"","","","","IOS Press"
"Journal of Intelligent and Fuzzy Systems","1064-1246","1875-8967",1998-01-01,6,1,,,,"http://iospress.metapress.com/content/300180",,"","","","","IOS Press"
"Journal of Neonatal-Perinatal Medicine","1934-5798","1878-4429",2008-01-01,1,1,,,,"http://iospress.metapress.com/content/121063",,"","","","","IOS Press"
"Journal of Neutron Research","1023-8166","1477-2655",1993-01-01,1,1,2008-01-01,16,3,"http://iospress.metapress.com/content/121791",,"","","","","IOS Press"
"Journal of Parkinson's Disease","1877-7171","1877-718X",2011-01-01,1,1,,,,"http://iospress.metapress.com/content/122149",,"","","","","IOS Press"
"Journal of Pediatric Infectious Diseases","1305-7707","1305-7693",2006-01-01,1,1,,,,"http://iospress.metapress.com/content/120108",,"","","","","IOS Press"
"Journal of Pediatric Neurology","1304-2580","1875-9041",2003-01-01,1,1,,,,"http://iospress.metapress.com/content/113223",,"","","","","IOS Press"
"Journal of Pediatric Rehabilitation Medicine","1874-5393","1875-8894",2008-01-01,1,1,,,,"http://iospress.metapress.com/content/120801",,"","","","","IOS Press"
"Journal of Vestibular Research","0957-4271","1878-6464",1999-01-01,9,1,,,,"http://iospress.metapress.com/content/103172",,"","","","","IOS Press"
"Journal of Visualization","1343-8875","1875-8975",1998-01-01,1,1,2009-01-01,12,4,"http://iospress.metapress.com/content/300386",,"","","","","IOS Press"
"Journal of Vocational Rehabilitation","1052-2263","1878-6316",1999-01-01,12,1,,,,"http://iospress.metapress.com/content/103174",,"","","","","IOS Press"
"Journal of X-Ray Science and Technology","0895-3996","1095-9114",1989-01-01,1,1,,,,"http://iospress.metapress.com/content/300181",,"","","","","IOS Press"
"Main Group Chemistry","1024-1221","1745-1167",1995-01-01,1,1,,,,"http://iospress.metapress.com/content/121767",,"","","","","IOS Press"
"Mobile Information Systems","1574-017x","1875-905X",2005-01-01,1,1,,,,"http://iospress.metapress.com/content/113224",,"","","","","IOS Press"
"Model Assisted Statistics and Applications","1574-1699","1875-9068",2006-01-01,1,1,,,,"http://iospress.metapress.com/content/119959",,"","","","","IOS Press"
"Multiagent and Grid Systems","1574-1702","1875-9076",2005-01-01,1,1,,,,"http://iospress.metapress.com/content/119767",,"","","","","IOS Press"
"NeuroRehabilitation","1053-8135","1878-6448",1999-01-01,12,1,,,,"http://iospress.metapress.com/content/103177",,"","","","","IOS Press"
"Occupational Ergonomics","1359-9364","1875-9092",1998-01-01,1,1,,,,"http://iospress.metapress.com/content/103178",,"","","","","IOS Press"
"Pharmaceuticals Policy and Law","1389-2827","",1999-01-01,1,-1,,,,"http://iospress.metapress.com/content/300179",,"","","","","IOS Press"
"Restorative Neurology and Neuroscience","0922-6028","1878-3627",1989-01-01,1,1,,,,"http://iospress.metapress.com/content/103181",,"","","","","IOS Press"
"Risk and Decision Analysis","1569-7371","1875-9173",2009-01-01,1,1,,,,"http://iospress.metapress.com/content/121225",,"","","","","IOS Press"
"Scientific Programming","1058-9244","1875-919X",1992-01-01,1,1,,,,"http://iospress.metapress.com/content/103183",,"","","","","IOS Press"
"Shock and Vibration","1070-9622","1875-9203",1998-01-01,5,1,,,,"http://iospress.metapress.com/content/103184",,"","","","","IOS Press"
"Space Communications","0924-8625","1875-9211",1997-01-01,14,4,2009-01-01,22,1,"http://iospress.metapress.com/content/103185",,"","","","","IOS Press"
"Spectroscopy","0712-4813","1875-922X",1997-01-01,13,2,,,,"http://iospress.metapress.com/content/103186",,"","","","","IOS Press"
"Statistical Journal of the IAOS: Journal of the International Association for Official Statistics","1874-7655","1875-9254",2007-01-01,24,1,,,,"http://iospress.metapress.com/content/120808",,"","","","","IOS Press"
"Statistical Journal of the United Nations Economic Commission for Europe","0167-8000","1875-9238",1998-01-01,15,2,2006-01-01,23,4,"http://iospress.metapress.com/content/103187",,"","","","","IOS Press"
"Strength, Fracture and Complexity","1567-2069","1875-9262",2003-01-01,1,1,,,,"http://iospress.metapress.com/content/110565",,"","","","","IOS Press"
"Technology and Disability","1055-4181","1878-643X",1999-01-01,10,1,,,,"http://iospress.metapress.com/content/103188",,"","","","","IOS Press"
"Technology and Health Care","0928-7329","1878-7401",1996-01-01,4,4,,,,"http://iospress.metapress.com/content/103189",,"","","","","IOS Press"
"Web Intelligence and Agent Systems","1570-1263","1875-9289",2003-01-01,1,1,,,,"http://iospress.metapress.com/content/110227",,"","","","","IOS Press"
"Work: A Journal of Prevention, Assessment and Rehabilitation","1051-9815","1875-9270",1999-01-01,12,1,,,,"http://iospress.metapress.com/content/103190",,"","","","","IOS Press"
