publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name
"Journal of Medical Ethics","0306-6800","1473-4257",1975-04-01,1,1,,,,"http://jme.bmj.com/",,"","","fulltext","Subscribers to the Journal of Medical Ethics also receive Medical Humanities (supplement)","BMJ/Institute of Medical Ethics"
"Journal of Medical Genetics","0022-2593","1468-6244",1964-09-01,1,1,,,,"http://jmg.bmj.com/",,"","","fulltext","","BMJ"
"Journal of Neurology, Neurosurgery and Psychiatry","0022-3050","1468-330X",1920-05-01,1,1,,,,"http://jnnp.bmj.com/",,"","","fulltext","Including Practical Neurology plus Journal of Neuro Interventional Surgery","BMJ"
"Journal of Medical Humanities","1468-215X","1473-4265",2000-06-01,26,1,,,,"http://mh.bmj.com/",,"","","fulltext","Supplement of Journal of Medical Ethics","BMJ/Institute of Medical Ethics"
"Occupational and Environmental Medicine","1351-0711","1470-7926",1944-01-01,1,1,,,,"http://oem.bmj.com/",,"","","fulltext","","BMJ"
"Postgraduate Medical Journal","0032-5473","1469-0756",1925-10-01,1,1,,,,"http://pmj.bmj.com/",,"","","fulltext","","BMJ"
"BMJ Quality and Safety","2044-5415","2044-5423",2011-01-01,20,1,,,,"http://qualitysafety.bmj.com/",,"","","fulltext","Continues Quality and Safety in Health Care","BMJ"
"Sexually Transmitted Infections","1368-4973","1472-3263",1925-01-01,1,1,,,,"http://sti.bmj.com/",,"","","fulltext","","BMJ"
"Thorax","0040-6376","1468-3296",1946-03-01,1,1,,,,"http://thorax.bmj.com/",,"","","fulltext","","BMJ/British Thoracic Society"
"Tobacco Control","0964-4563","1468-3318",1992-03-01,1,1,,,,"http://tc.bmj.com/",,"","","fulltext","","BMJ"
"Journal of NeuroInterventional Surgery","1759-8478","1759-8486",2009-07-01,1,1,,,,"http://jnis.bmj.com",,"","","fulltext","","BMJ"
"Frontline Gastroenterology","2041-4137","2041-4145",2010-04-01,1,1,,,,"http://fg.bmj.com",,"","","fulltext","","BMJ"
"BMJ Case Reports","","1752-8526",2008-11-01,,,,,,"http://casereports.bmj.com/",,"","","fulltext","","BMJ"
"Acupuncture in Medicine","0964-5284","1759-9873",1982-01-01,1,1,,,,"http://aim.bmj.com/",,"","","fulltext","","BMJ"
"The Veterinary Record","0042-4900","2042-7670",1950-04-01,62,15,,,,"http://veterinaryrecord.bmj.com",,"","","fulltext","","BMJ"
"In Practice","0263-841X","2042-7689",1979-01-01,1,1,,,,"http://inpractice.bmj.com/",,"","","fulltext","","BMJ"
"Journal of the American Medical Informatics Association","1067-5027","1527-974X",1994-01-01,1,1,,,,"http://jamia.bmj.com/",,"","","fulltext","","BMJ"
"Journal of Family Planning and Reproductive Health Care","1471-1893","2045-2098",2000-04-01,26,2,,,,"http://jfprhc.bmj.com/",,"","","fulltext","","BMJ"
"Student BMJ","1752 069X","0966 649X",1992-01-01,,,,,,"http://student.bmj.com/",,"","","fulltext","Free","BMJ"
"Heart Asia","1759-1104","",2010-01-01,2,1,,,,"http://heartasia.bmj.com",,"","","fulltext","Free","BMJ"
"BMJ Open","2044-6055","",2011-02-01,1,1,,,,"http://bmjopen.bmj.com",,"","","fulltext","OA","BMJ"
"BMJ Supportive and Palliative Care","","2045-4368",2011-04-01,1,1,,,,"http://spcare.bmj.com",,"","","fulltext","","BMJ"
"European Journal of Hospital Pharmacy: Science & Practice","","2047-9964",2012-02-01,19,1,,,,"http://ejhp.bmj.com",,"","","fulltext","","BMJ"
"BMJ Quality Improvement Reports","2050-1315","",2012-01-01,,,,,,"http://qir.bmj.com/",,"","","fulltext","","BMJ"
"Drug and Theraupetics Bulletin ","0012-6543","1755-5248",1962-04-01,1,1,,,,"http://dtb.bmj.com/",,"","","fulltext","","BMJ"
